"prefectureLabel","spotLabel","abstract"
"群馬県","大理石村ロックハート城","大理石村ロックハート城（だいりせきむらロックハートじょう）は、日本の群馬県吾妻郡高山村にある石のテーマパークである。"
"茨城県","奥日立きららの里","奥日立きららの里（おくひたちきららのさと）は、茨城県日立市にあるレジャー施設である。 1994年（平成6年）5月28日オープン。総面積48ha、最高部標高430m、最低部標高320m、標高差110m。設立者は日立市である。"
"群馬県","富岡製糸場","富岡製糸場（とみおかせいしじょう、Tomioka Silk Mill）は、群馬県富岡に設立された日本初の本格的な器械製糸の工場である。1872年（明治5年）の開業当時の繰糸所、繭倉庫などが現存している。日本の近代化だけでなく、絹産業の技術革新・交流などにも大きく貢献した工場であり、敷地を含む全体が国の史跡に、初期の建造物群が国宝および重要文化財に指定されている。また、「富岡製糸場と絹産業遺産群」の構成資産として、2014年6月21日の第38回世界遺産委員会（ドーハ）で正式登録された。 時期によって「富岡製糸場」（1872年から）、「富岡製糸所」（1876年から）、「原富岡製糸所」（1902年から）、「株式会社富岡製糸所」（1938年から）、「片倉富岡製糸所」（1939年から）、「片倉工業株式会社富岡工場」（1946年から）とたびたび名称を変更している。史跡、国宝、重要文化財としての名称は「旧富岡製糸場」、世界遺産暫定リスト記載物件構成資産としての名称は「富岡製糸場」である。"
"秋田県","寒風山 (秋田県)","寒風山（かんぷうざん）とは、秋田県男鹿市にある成層火山。標高355 m。山頂部は滑落で2つに分かれている。男鹿三山の一つとして数えられる場合もある。"
"秋田県","小坂鉱山事務所","小坂鉱山事務所（こさかこうざんじむしょ）は、秋田県鹿角郡小坂町にある建築物。"
"秋田県","康楽館","康楽館（こうらくかん）は、秋田県鹿角郡小坂町にある小坂町立の芝居小屋。建物は国の重要文化財である。旧金毘羅大芝居（香川県仲多度郡琴平町）や永楽館（兵庫県豊岡市）とともに、日本最古級の劇場の一つとして知られる。2011年（平成23年）に指定管理者制度を導入し、町の直営から第三セクター企業株式会社の管理に移行した。"
"群馬県","楽山園","楽山園（らくさんえん）は、群馬県甘楽町小幡にある大名庭園。築庭は織田信長の次男である織田信雄。名の由来は『論語』の「智者は水を楽しみ、仁者は山を楽しむ」の一文から採ったものである。国の名勝で群馬県では初の名勝指定庭園である。住所は、群馬県甘楽郡甘楽町大字小幡648-2である。"
"秋田県","横手公園","横手公園（よこてこうえん）は、秋田県横手市にある都市公園（総合公園）である。 1908年（明治41年）に横手城跡が公園として整備されたのがはじまりである。模擬天守である横手城展望台は町のシンボルでもあり、園内には桜が数多く植えられている。"
"秋田県","横手市増田伝統的建造物群保存地区","横手市増田伝統的建造物群保存地区（よこてしますだでんとうてきけんぞうぶつぐんほぞんちく）は秋田県横手市増田にある伝統的建造物群保存地区。横手市の都市計画によって決定された保存地区であり、国の重要伝統的建造物群保存地区として選定されている。"
"茨城県","水郷筑波国定公園","水郷筑波国定公園（すいごうつくばこくていこうえん）は、関東平野東部に位置する国定公園。茨城県と千葉県にまたがり、霞ヶ浦、潮来、佐原などの水郷地帯、鹿島神宮、香取神宮、犬吠埼～屏風ヶ浦に至る海岸線を含め水郷国定公園と定めた。1959年3月3日指定。後の1969年2月1日に筑波山、加波山地域を加え水郷筑波国定公園とした。"
"茨城県","河原子海水浴場","河原子海水浴場（かわらごかいすいよくじょう）は、茨城県日立市にある海水浴場である。日立市を代表する海水浴場。内陸の栃木県、群馬県からも多くの海水浴客がおとずれる。"
"茨城県","牛久シャトー","牛久シャトー（うしくしゃとー）は、オエノンホールディングス株式会社が所有している茨城県牛久市のワイン醸造場である。1903年に神谷伝兵衛が「牛久醸造場」の名で創業した。フランス種のブドウとボルドーの高級ワイン製造法を取り入れた日本初の本格的なワイン醸造場であり、2008年6月に旧事務室、旧醗酵室、旧貯蔵庫の3棟が国の重要文化財に指定されている。産経ニュースによると、年間の来場者は約40万人である。旧称は「シャトーカミヤ」だが、公式Twitterで2017年9月1日に「牛久シャトー」へ改名すると発表した。"
"群馬県","神津牧場","神津牧場（こうづぼくじょう）は、1887年（明治20年）に開設された日本で最初の西洋式牧場。群馬県甘楽郡下仁田町大字南野牧の物見山東斜面に広がる。"
"茨城県","福岡堰","福岡堰（ふくおかぜき）はつくばみらい市北山にある小貝川にかかる堰。岡堰、豊田堰とともに関東三大堰の一つに数えられる。また、福岡堰さくら公園についてもここで取り上げる。"
"秋田県","秋田ふるさと村","秋田ふるさと村（あきたふるさとむら）は、秋田県横手市にある秋田県立のテーマパーク。愛称はKamakuland（カマクランド）。正式名称は秋田県ふるさと村。"
"茨城県","筑波山梅林","筑波山梅林（つくばさんばいりん）は茨城県つくば市の筑波山の麓にあるつくば市が運営する梅林。"
"秋田県","美郷町ラベンダー園","美郷町ラベンダー園（みさとちょうラベンダーえん）とは、秋田県仙北郡美郷町千屋字大台野に所在する植物公園で、初夏にはラベンダーが楽しめる。毎年、6月中旬から7月上旬にかけ「ラベンダーまつり」が開催され、案内所が開設されるほか軽食や飲料を販売する店舗が出店する。"
"群馬県","群馬サファリパーク","群馬サファリパーク（ぐんまサファリパーク）は、群馬県富岡市岡本1番地にある動物園（サファリパーク）である。運営は、群馬サファリ・ワールド株式会社。"
"群馬県","群馬県立ぐんま天文台","群馬県立ぐんま天文台（ぐんまけんりつぐんまてんもんだい）は、群馬県吾妻郡高山村中山に位置する公開天文台である。群馬県の人口が1993年に200万人に達したこと、及び日本人女性初の宇宙飛行士である向井千秋（同県館林市出身）が宇宙に旅立ったことを記念し、県民に宇宙に対する関心を高め、次世代をになう子供たちのための教育のために建設された。"
"茨城県","茨城県フラワーパーク","茨城県フラワーパーク（いばらきけんフラワーパーク）は、茨城県石岡市に位置する約30ヘクタールの「花と緑の楽園」のテーマパークである。通称はフラワーパーク。1985年6月2日、筑波研究学園都市で開催された国際科学技術博覧会（通称:つくば科学万博）にあわせ、花卉（かき）文化の向上と石岡市への観光客誘致を目的に開園した。2010年には老朽化対策などのためリニューアル工事が開始され、2015年に完了した。2015年3月7日からは「園内周遊車」が運行を開始した。指定管理者は財団法人石岡市産業文化事業団。"
"群馬県","草津温泉","草津温泉（くさつおんせん）は、日本の群馬県吾妻郡草津町草津界隈（江戸時代における上野国吾妻郡草津村界隈、幕藩体制下の上州御料草津村界隈〈初期は沼田藩知行〉）に所在する温泉である。草津白根山東麓に位置する。 毎分3万2300ℓ以上の自然湧出量は日本一。日本を代表する名泉（名湯）の一つであり、万里集九と林羅山は日本三名泉（他は下呂温泉と有馬温泉）の一つに数えた (cf. ,)。江戸時代後期以降何度も作られた温泉番付の格付では、当時の最高位である大関（草津温泉は東大関）が定位置であった (cf. )。"
"茨城県","袋田の滝","袋田の滝（ふくろだのたき）は、茨城県久慈郡大子町袋田にある滝。位置は、久慈川支流の滝川上流にあたり、長さ120メートル、幅73メートル。冬は「氷瀑」と呼ばれる、滝が凍結する現象が発生することがある。 日本の名勝に指定されている。華厳滝、那智滝とともに日本三大名瀑の一つに挙げられる場合もあり、日本の滝百選にも選定されている。1990年（平成2年）に行われた日本の滝百選の人気投票では1位を取った。奥久慈県立自然公園に指定されているが、華厳滝が日光国立公園、那智滝が吉野熊野国立公園に指定されているのに対して、袋田滝は国立公園にも国定公園にも指定されていない。 江戸時代は水戸藩の領地内であり、水戸黄門として知られる徳川光圀が訪れたことがあるとされる。"
"茨城県","西山荘","西山荘（せいざんそう）は、日本の茨城県常陸太田市にある水戸藩2代藩主徳川光圀の隠居所である。国の史跡及び名勝に指定されている。"
"秋田県","象潟","象潟（きさかた）は、秋田県にかほ市象潟地域の地形である。現在は平地だがかつては潟湖で、それを象「潟」と呼んだ。 国の天然記念物で、鳥海国定公園の指定地。また、2014年3月26日より、おくのほそ道の風景地の一つとして国の名勝にも指定されており、おくのほそ道最北の地と銘打たれている。"
"群馬県","赤岩 (群馬県)","赤岩（あかいわ）は、群馬県吾妻郡中之条町南西部にある大字。その中心部である山村・養蚕集落は重要伝統的建造物群保存地区（重伝建）として選定されている（選定名称は「中之条町六合赤岩伝統的建造物群保存地区」）。郵便番号は377-1311。面積は13.23km2。"
"秋田県","金勇","金勇（かねゆう）は、秋田県能代市柳町にあった老舗料亭およびその建物。国の登録有形文化財に登録されている。現在は、観光交流施設能代市旧料亭金勇として開館している。"
"福島県","釣師浜海水浴場","釣師浜海水浴場（つるしはまかいすいよくじょう）は、福島県相馬郡新地町にある太平洋に面する海水浴場である。"
"秋田県","阿仁熊牧場","阿仁熊牧場（あにくまぼくじょう）は、秋田県北秋田市の「阿仁マタギの里」内にあるクマの動物園（テーマパーク、観光牧場）。 2017年現在、東北地方唯一の熊牧場である。また、日本で唯一の自治体が設置したクマ牧場であるが、運営は民間会社であった。2016年度からは市が直接運営している。熊に与えるための餌も販売している。 飼育するクマは、2008年ごろには100頭を超えていた。 2016年現在、48頭のツキノワグマ（うち幼獣7頭）、18頭のヒグマを飼育する"
"茨城県","阿字ヶ浦海水浴場","阿字ヶ浦海水浴場（あじがうらかいすいよくじょう）は茨城県ひたちなか市阿字ヶ浦町にある海水浴場。"
"福島県","雪割橋","雪割橋（ゆきわりばし）は、福島県西白河郡西郷村にある道路橋である。"
"福島県","須賀川牡丹園","須賀川牡丹園（すかがわぼたんえん）は、福島県須賀川市にあり、牡丹園としては全国で唯一の国指定名勝"
"福島県","高子二十境","高子二十境（たかごにじゅうきょう）は、福島県伊達市にある景勝地。"
"長野県","あんずの里","あんずの里（あんずのさと）は、長野県千曲市森地区、倉科地区にある観光名所である。市町村合併以前の旧・更埴市のアンズの生産量は、平成13年度には日本一であった。"
"長崎県","いろは島","いろは島（いろはじま）は、伊万里湾東部、佐賀県唐津市肥前町と長崎県松浦市福島の間の海域に浮かぶ、多数の無人島の総称である。イロハ島と表記することもある。島の数は48とされ、「いろは48文字」から「いろは島」と命名された。主な島は「弁天島」「松島」「竹ノ子島」など。"
"長崎県","カトリック浦上教会","カトリック浦上教会（カトリックうらかみきょうかい）は、長崎県長崎市にあるキリスト教（カトリック）の教会およびその聖堂である。聖堂は、旧称の浦上天主堂（うらかみてんしゅどう）の名で一般的に知られており、長崎市の観光名所のひとつにもなっている。 1945年（昭和20年）に長崎への原爆投下によって破壊されたが、1959年（昭和34年）に再建された。1962年（昭和37年）以降、カトリック長崎大司教区の司教座聖堂となっており、所属信徒数は約7千人で、建物・信徒数とも日本最大規模のカトリック教会である。"
"長崎県","グラバー園","グラバー園（グラバーえん）は、長崎県長崎市南山手町8-1にある観光施設である。1859年（安政6年）の長崎開港後に長崎に来住したイギリス人商人グラバー、リンガー、オルトの旧邸があった敷地に、長崎市内に残っていた歴史的建造物を移築し、野外博物館の状態を呈している。 世界遺産「明治日本の産業革命遺産 製鉄・製鋼、造船、石炭産業」（全23資産）の構成資産である旧グラバー住宅などの洋風建築がある。2004年（平成16年）10月1日 - 2007年（平成19年）9月30日の間、長崎市民は無料で入場できていたが、2007年（平成19年）10月1日より市民も通常料金が必要になった。"
"長崎県","ハウステンボス","ハウステンボス（オランダ語: Huis Ten Bosch）は、長崎県佐世保市にあるテーマパーク。略称はHTBまたはテンボス。オランダの街並みを再現し、テーマはヨーロッパ全体である。東京ディズニーリゾートの1.5倍の敷地面積で、単独テーマパークとして日本最大である。ドラマ・映画・CMなどのロケ地としても使われている。佐世保市の町名にもなっており、所在地の住所は「佐世保市ハウステンボス町（まち）1-1」。愛知県蒲郡市にあるラグーナテンボスは、同じエイチ・アイ・エスが再建を受け持った姉妹施設である。"
"長野県","上高地","上高地（かみこうち）とは、長野県西部の飛騨山脈南部の梓川上流の景勝地である。中部山岳国立公園の一部ともなっており、国の文化財（特別名勝・特別天然記念物）に指定されている。標高約1,500m。全域が松本市に属する。「かみこうち」の名称は本来「神垣内」の漢字表記だが、後に現在の「上高地」の漢字表記が一般的となった。「神垣内」とは、穂高神社の祭神・「穂高見命」（ほたかみのみこと）が穂高岳に降臨し、この地（穂高神社奥宮と明神池）で祀られていることに由来する。 温泉があり、穂高連峰や槍ヶ岳の登山基地ともなっている。"
"長崎県","出島","出島（でじま）は、1634年江戸幕府の外人流入防止政策の一環として長崎に築造された人工島。扇型で、面積は3,969坪（約1.5ヘクタール）。日本初の本格的な人工島である。1636年から1639年まで対ポルトガル貿易、1641年から1859年までオランダ東インド会社（AVOC、アムステルダムに本部のあるVereenigde Oostindische Compagnie）を通して対オランダ貿易が行われた。出島全体は1922年（大正11年）10月12日、「出島和蘭商館跡」として国の史跡に指定されている。 明治以降は、長崎港の港湾整備に伴う周辺の埋立等により陸続きとなり、扇形の人工島であった頃の面影は失われたが、1996年（平成8年）より、江戸当時の姿への復元を目指す出島復元整備事業計画が長崎市により進められている。"
"長野県","北八ヶ岳ロープウエイ","北八ヶ岳ロープウエイ（きたやつがたけロープウエイ）は、長野県茅野市北山（蓼科高原）にあるロープウェイ。株式会社北八ヶ岳リゾートが運営している。旧称は「日本ピラタス横岳ロープウェイ」（1967年－1985年）、「ピラタス横岳ロープウェイ」（1985年－2001年）、「ピラタス蓼科ロープウェイ」（2001年-2012年）。"
"長崎県","原の辻遺跡","原の辻遺跡（はるのつじいせき）は、長崎県壱岐市芦辺町深江栄触・深江鶴亀触、石田町石田西触にある遺跡。国の特別史跡に指定され、出土品は国の重要文化財に指定されている。 壱岐島東部・幡鉾川下流にある、弥生時代前期から古墳時代初期にかけての大規模環濠集落を中心とする遺跡である。『魏志倭人伝』に登場する「一大国」の国都とされている。一大国は一支国の誤記とされるが、誤記ではないとする説も存在する。"
"長崎県","唐人屋敷","唐人屋敷（とうじんやしき）は、江戸時代の「鎖国」政策により長崎に設置された中国人住居地区である。"
"長野県","唐松岳","唐松岳（からまつだけ）は飛騨山脈（北アルプス）の後立山連峰にある長野県北安曇郡白馬村と富山県黒部市にまたがる標高2,695.9 mの山。別名が上犬ヶ嶽。剱岳・立山・鹿島槍ヶ岳と並び、日本では数少ない氷河の現存する山である。"
"長野県","地獄谷野猿公苑","地獄谷野猿公苑（じごくだにやえんこうえん）は、長野県下高井郡山ノ内町の地獄谷温泉にある野性のニホンザル（Macaca fuscata）の生態の観察が出来る野猿公園。冬場に温泉にサルが浸かる国際的な観光地。英語圏では“Snow Monkey Mountain”とも呼ばれる。"
"長野県","大王わさび農場","大王わさび農場（だいおうわさびのうじょう）は、長野県安曇野市にあるわさび農場。大王農場、大王わさび園とも呼ばれる。1917年（大正6年）に開場した。有限会社大王が運営している。"
"長野県","安曇野スイス村","安曇野スイス村（あづみのすいすむら、Azumino Swiss Village）は長野県安曇野市にある複合型テーマパークである。高速バス停留所やワイナリーも併設している。"
"長崎県","山茶花高原ピクニックパーク","山茶花高原ピクニックパーク（さざんかこうげんピクニックパーク）は、長崎県諫早市小長井町（旧小長井町）にある遊園地。ハーブ園を併設している。 2005年（平成17年）2月1日に観覧車が増設された。 高原という立地を活用し、園内に風力発電機を設置し発電を行なっている。"
"長崎県","島原湧水群","島原湧水群（しまばらゆうすいぐん）とは長崎県島原市一帯の60箇所以上にわたる湧水群である。この湧水群は1985年（昭和60年）名水百選のひとつに選定された。また、世界ジオパークネットワーク加盟する島原半島ジオパークの一部である。"
"長野県","川中島古戦場","川中島古戦場（かわなかじまこせんじょう）は、長野県長野市小島田町にある、越後：上杉政虎対甲斐：武田晴信軍による川中島の戦い・第四次合戦（八幡原の戦い）に於いて、武田軍が本陣をこの付近に置いたと伝えられる。"
"長崎県","平和祈念像","平和祈念像（へいわきねんぞう）は、長崎県長崎市松山町の平和公園にある像。"
"長野県","斑尾高原","斑尾高原（まだらおこうげん）は、斑尾山の山麓に位置する高原リゾート地。標高約1,000mに位置する。長野県飯山市と新潟県妙高市にまたがっている。豪雪地帯ならではの豊富かつ上質な雪を利用したスキー場や、高原エリア内に張り巡らされているトレッキングルートを活かしたトレイルランが盛んで、避暑地となる高原の気候を特徴としている。 スキー場、ホテルを中心に長野県道・新潟県道97号飯山斑尾新井線に沿うような形で小規模な飲食店やペンション街が展開している。"
"長野県","旧軽井沢メインストリート","旧軽井沢メインストリート（きゅうかるいざわメインストリート）は、長野県北佐久郡軽井沢町にある長野県道133号旧軽井沢軽井沢停車場線沿いの商店街。バブル時期から旧軽井沢銀座、旧軽銀座とも呼ばれていたこともあった。"
"長野県","松本城","松本城（まつもとじょう）は、長野県松本市（旧・信濃国筑摩郡筑摩野松本）にある日本の城である。松本城と呼ばれる以前は深志城（ふかしじょう）といった。市民からは烏城（からすじょう）とも呼ばれることがあるが、文献上には烏城という表記はない。安土桃山時代末期-江戸時代初期に建造された天守は国宝に指定され、城跡は国の史跡に指定されている。天守が国宝指定された5城のうちの一つである（他は姫路城、犬山城、彦根城、松江城）。"
"長野県","柳町 (上田市)","柳町（やなぎまち）は長野県上田市の地名。上田城の北東700mに位置し、古くは北国街道の宿場町として栄えた。現在でも長屋が軒をつらねる旧き良き町並みを残している。"
"長崎県","白浜海水浴場 (佐世保市)","白浜海水浴場（しらはまかいすいよくじょう）は、長崎県佐世保市俵ヶ浦町にある海水浴場。俵ヶ浦半島の先端部の外海側、西海国立公園の区域内に位置する。2006年に環境省による快水浴場百選に選定されている。"
"長崎県","眼鏡橋 (長崎市)","眼鏡橋（めがねばし）は、長崎市の中島川に架かる石造二連アーチ橋である。架橋時、琉球王国だった天女橋を除くと、日本初の石造りアーチ橋である。1960年（昭和35年）に国の重要文化財に指定された。"
"長崎県","端島（軍艦島）","端島（はしま）は、長崎県長崎市（旧西彼杵郡高島町）にある島である。明治時代から昭和時代にかけて海底炭鉱によって栄え、1960年代には東京以上の人口密度を有していた。しかし、1974年（昭和49年）の閉山にともなって島民が島を離れてからは、無人島である。軍艦島（ぐんかんじま）の通称で知られている。「羽島」とも書いていた。日本初の鉄筋コンクリート造の高層集合住宅がある。 2015年、国際記念物遺跡会議（イコモス）により、軍艦島を構成遺産に含む「明治日本の産業革命遺産 製鉄・製鋼、造船、石炭産業」が世界文化遺産に登録された。"
"長崎県","端島 (長崎県)","端島（はしま）は、長崎県長崎市（旧西彼杵郡高島町）にある島である。明治時代から昭和時代にかけて海底炭鉱によって栄え、1960年代には東京以上の人口密度を有していた。しかし、1974年（昭和49年）の閉山にともなって島民が島を離れてからは、無人島である。軍艦島（ぐんかんじま）の通称で知られている。「羽島」とも書いていた。日本初の鉄筋コンクリート造の高層集合住宅がある。 2015年、国際記念物遺跡会議（イコモス）により、軍艦島を構成遺産に含む「明治日本の産業革命遺産 製鉄・製鋼、造船、石炭産業」が世界文化遺産に登録された。"
"長崎県","西海橋公園","西海橋公園（さいかいばしこうえん）は、長崎県佐世保市と西海市に跨がる長崎県が設置する県立の公園である。 2006年（平成18年）4月1日より指定管理者制度を導入し、G・I・N共同企業体（グリーンメイク・岩永造園・中村造園の3社による共同企業体）が管理を受託している。"
"長野県","軽井沢観光会館","軽井沢観光会館（かるいざわかんこうかいかん）は、長野県北佐久郡軽井沢町にあるである。旧軽井沢メインストリートの中ほどに位置し、現在の建物は1995年に完成した2代目である。"
"長崎県","長崎オランダ村","長崎オランダ村（ながさきオランダむら、英語表記:Nagasaki Holland Village）は、かつて長崎県西彼杵郡西彼町（現・西海市）にあったテーマパーク。佐世保市のテーマーパークハウステンボスのルーツとなった施設である。1983年（昭和58年）開園、2001年（平成13年）10月21日に閉園。 跡地は2003年（平成15年）に西海市が購入し、2005年（平成17年）に食のテーマパークキャスビレッジ（cas village）として再生したが、約半年で破綻した。キャスビレッジ破綻後の跡地の一部には、2010年（平成22年）5月6日に西海市役所西彼総合支所と長崎県央振興局農林部西海事務所が移転した。西海市は2015年（平成27年）春にも一部を再オープンさせる方針で管理運営事業者を公募した結果、同市にある動物園の長崎バイオパークの運営企業等が設立する新法人ホーランド・ヴィレッジ（仮称）が選定され、2016年（平成28年）3月開業を目指し施設を整備することになり、2016年4月16日にポートホールン長崎として再開した。そして、2017年11月27日には施設名と運営会社名を初代名称である長崎オランダ村に再改名。"
"長崎県","長崎新地中華街","長崎新地中華街（ながさきしんちちゅうかがい）は、長崎県長崎市新地町に形成された中華街である。横浜中華街、南京町中華街とともに日本三大中華街と称される。"
"長野県","長野市茶臼山恐竜公園","長野市茶臼山恐竜公園（ながのし ちゃうすやまきょうりゅうこうえん）は、長野県長野市篠ノ井の茶臼山にある公園である。社団法人が指定管理者として運営している。"
"長野県","青鬼 (白馬村)","青鬼（あおに）は、長野県北安曇郡白馬村に位置する山村集落である。同村大字北城（ほくじょう）の一部。"
"長野県","黒部ダム","黒部ダム（くろべダム）は、富山県東部の立山町を流れる黒部川水系の黒部川に建設された水力発電専用のダムである。1956年（昭和31年）着工、太田垣士郎指揮のもと、171人の殉職者と7年の歳月をかけて、1961年1月に送電を開始し1963年（昭和38年）に完成した。貯水量2億トン。 北アルプスの立山連峰と後立山連峰に挟まれた黒部渓谷にある黒部ダムは、黒部川下流域の海に面する黒部市から直線距離で約40キロ南東に位置し、長野県大町市から直線距離で約20キロ西に位置する（県境から約3キロ西に位置する）。 黒部ダムの水は平均水温4度。ダム右岸の取水口から、山中に掘られた導水路（専用トンネル）を通って、約10キロ下流の地下に建設された黒部川第四発電所（黒四）に送られて、ダムとの545.5メートルの落差で発電する。この発電所の名称から黒四ダム（くろよんダム）とも呼ばれる。 富山県は北陸電力の事業地域であるが、黒部ダムは関西電力が建設し、発電された電気は関西電力の事業地域に送電されている。 黒部ダム建設の経緯は第二次世界大戦後の復興期にさかのぼる。当時は、関西地方は深刻な電力不足により、復興の遅れと慢性的な計画停電が続き、深刻な社会問題となっていた。決定的な打開策として、関西電力は、大正時代から過酷な自然に阻まれ何度も失敗を繰り返した黒部峡谷での水力発電以外に選択肢を見出せず、当時、人が行くこと自体が困難で命がけだったその秘境の地でのダム建設案に、太田垣社長（当時）は「黒部しかない」「関西の消費電力を一気に賄える」「工期7年、遅れれば関西の電力は破綻する」と決断し、資本金の3倍（最終的に5倍）の総工費で臨んだ。完成当時、大阪府の電力需要の50%（25万kW）を賄ったことでも知られ、東京に追いつくべく産業も重工業への転換がようやく可能になった。"
"長野県","園原","園原（そのはら）は長野県下伊那郡阿智村智里に所在する地域名。古代より中世にかけて、和歌に詠まれた歌枕の地である。長野県歌『信濃の国』の4番にて「尋ねまほしき園原や」と歌われ、長野県の名勝旧跡になっている。 現在周辺は、「東山道と古文学の里 園原」、「信濃比叡」、「花桃の里」、「日本一星空の里」等にて観光スポットになっている。"
"長崎県","白浜海水浴場 (南島原市)","白浜海水浴場（しらはまかいすいよくじょう）は、長崎県南島原市口之津町の白浜海岸にある海水浴場。橘湾に面する。2006年に環境省による快水浴場百選に選定されている。"
"静岡県","あわしまマリンパーク","あわしまマリンパークは静岡県沼津市にある水族館。内浦地区の駿河湾に浮かぶ淡島の島内にある。1963年（昭和38年）7月淡島海洋公園として開業、1984年（昭和59年）4月あわしまマリンパークに改称した。 現在は「来て!見て!触って!!淡島体験」をキャッチコピーに、水族館・プール・売店・レストランなどで構成されている。 対岸から淡島へは、以前は海上ロープウェイで結ばれていたが、2008年に休止、のちに廃止されたため、現在は連絡船により結ばれている。(連絡船は2016年12月末現在、アニメ「ラブライブ!サンシャイン!!」とのタイアップによるラッピング装飾がされた2隻が運航中。）そのため一般客は基本的にマリンパークの入場券や釣り会員権（2009年12月で休止）を購入しないと淡島へ渡れないようになっている。また、荒天により連絡船の運行ができない場合は休園になる場合もある。 北側のウィンダムグランド淡島は宿泊客以外立入りが出来ない。本土側駐車場付近に「ホテルマリンパーク」というウィークリーマンション風のビジネスホテルが設置されている。 2019年、パークを管理・運営してきた株式会社あわしまマリンパークの全株式は、株式会社オーロラに譲渡されている。"
"静岡県","お宮の松","お宮の松（おみやのまつ）は、静岡県熱海市の東海岸町の国道135号線沿いにある松。尾崎紅葉の新聞小説『金色夜叉』の中で、間寛一とお宮の熱海海岸での別れの場面の舞台になったといわれている。初代の松は道路の中央にあり、「羽衣の松」と呼ばれていたが、1919年8月に紅葉の弟子の小栗風葉により、金色夜叉の句碑が建立されたことから、お宮の松と呼ばれるようになった。自動車の普及により、排ガスや舗装の影響で衰えたため、1966年11月に地元の熱海ホテル（当時は国際興業の傘下）の寄贈により2代目の松が植えられた。初代の松の切り株は、文化会館ロビーにある。1986年1月には熱海ロータリークラブにより、2代目松の隣に舘野弘青作の貫一・お宮の像が建立された。2代目の松も枝枯れなどの症状が見られたため、1998年より3年間、樹勢活性化作業が行われた。"
"静岡県","かりがね祭り","かりがね祭り（かりがねまつり）は、静岡県富士市で毎年10月の第1土曜日に開催される祭りである。火のついた松明（たいまつ）をカゴに投げ入れる「投げ松明」が有名。"
"静岡県","ぐりんぱ","ぐりんぱ（Grinpa）は、静岡県裾野市にある富士急行系列の遊園地である。"
"香川県","さぬきこどもの国","さぬきこどもの国（さぬきこどものくに）は、香川県高松市にある香川県唯一の大型児童館。高松空港滑走路の南に隣接し、公園や自転車コースを始めプラネタリウムや大型遊具設備も備えた複合施設で、子どもの発達促進や地域全体の健全育成機能を果たすことを目的としている。"
"香川県","しろとり動物園","しろとり動物園（しろとりどうぶつえん）は、香川県東かがわ市にある動物園。株式会社白鳥どうぶつ園が運営する。1985年に設立。"
"静岡県","つま恋リゾート 彩の郷","つま恋リゾート 彩の郷（つまごいリゾート さいのさと）は、静岡県掛川市満水（たまり）にあるホテルマネージメントインターナショナル（HMIグループ）が運営するリゾート施設。1974年から2016年までは「ヤマハリゾートつま恋」としてヤマハが施設を保有し、ヤマハリゾートが受託運営していた。"
"青森県","ねぶたの家 ワ・ラッセ","ねぶたの家 ワ・ラッセ（ねぶたのいえ ワ・ラッセ）は、青森県青森市にある青森市の文化観光交流施設である。"
"静岡県","まかいの牧場","まかいの牧場（まかいのぼくじょう）は、静岡県富士宮市に所在するレジャー施設。朝霧ハイランド株式会社が運営している。"
"香川県","ゴールドタワー","ゴールドタワーは、香川県綾歌郡宇多津町にあるガラス張りのタワーである。"
"香川県","サンポート高松","サンポート高松（サンポートたかまつ）は、香川県高松市の高松港を構成する再開発地区の名称、および施設群の総称。"
"香川県","ニューレオマワールド","ニューレオマワールド（NEW REOMA WORLD）は、香川県丸亀市綾歌町にあるテーマパークである。かつてはレオマワールドの名称で運営されていた。2004年（平成16年）4月11日に現在の名前でリニューアル開園。2010年7月17日二度目の再開園。"
"青森県","三内丸山遺跡","三内丸山遺跡（さんないまるやまいせき）は、青森県青森市大字三内字丸山にある、縄文時代前期中頃から中期末葉の大規模集落跡。沖館川右岸の河岸段丘上に立地する。2000年に国の特別史跡に指定。遺跡には住居群、倉庫群のほか、シンボル的な3層の掘立柱建物が再現されており、資料や出土品の展示施設「縄文時遊館」もある。青森県教育庁文化財保護課三内丸山遺跡保存活用推進室が発掘調査を行っている。"
"静岡県","中伊豆ワイナリー シャトーT.S","中伊豆ワイナリー シャトーT.S（なかいずワイナリー シャトーティーエス）は静岡県伊豆市にあるワイナリーを中心とした観光施設である。シダックスが運営している。「」の施設の一つ。"
"香川県","中津万象園","中津万象園（なかづばんしょうえん）は、香川県丸亀市中津町に在る日本庭園。万象園とも呼ばれ、丸亀美術館が併設されている。"
